text1,text2,similarity
The weather is hot,It is a beautiful day,0.33
The weather is cold,The room is clean,0.45
I am watching a movie,I am very tired,0.44
The bed is comfortable,I am scared,0.0
The phone is ringing,The room is clean,0.49
It might snow today,The computer is running,0.0
I am doing yoga,I am calm and relaxed,0.36
It is a beautiful day,There is a thunderstorm,0.53
I am going to the gym,I feel confident,0.07
I am feeling great,I am happy today,0.43
The weather is cold,It is sunny today,0.1
I am studying for exams,The food tastes great,0.16
It is windy today,I am a bit upset,0.03
I am playing football,The game was fun,0.0
There is a thunderstorm,The dog is barking,0.16
The game was fun,The phone is ringing,0.38
It might snow today,I feel confident,0.15
A storm is coming,I am doing yoga,0.18
I am sad today,I am reading a book,0.46
I feel nervous,The computer is running,0.0
I am doing yoga,The cat is sleeping,0.0
I am learning a new language,I am very tired,0.53
I am learning a new language,I am watching a movie,0.6
A storm is coming,The room is clean,0.45
The bed is comfortable,I am studying for exams,0.0
I am reading a book,I feel excited,0.06
I am going to the gym,It might snow today,0.1
The dog is barking,It might snow today,0.0
The phone is ringing,It might snow today,0.1
I am coding a project,The car is parked outside,0.0
I am studying for exams,I am reading a book,0.52
The dog is barking,I feel confident,0.02
The food tastes great,The car is parked outside,0.22
The weather is hot,I am watching a movie,0.0
It is sunny today,I am scared,0.03
I feel excited,It is raining today,0.0
The computer is running,I feel nervous,0.15
I am playing football,I am very tired,0.36
I am feeling great,It is raining today,0.19
I am calm and relaxed,The phone is ringing,0.0
It is sunny today,I am happy today,0.45
It is a beautiful day,The weather is cold,0.07
The room is clean,A storm is coming,0.08
The movie was boring,The car is parked outside,0.25
I am a bit upset,The bed is comfortable,0.0
A storm is coming,I am learning a new language,0.07
The dog is barking,It is cloudy today,0.36
I am reading a book,It might snow today,0.09
I feel nervous,The bed is comfortable,0.02
The computer is running,The cat is sleeping,0.69
I am very tired,It is cloudy today,0.0
The cat is sleeping,I am scared,0.0
The car is parked outside,The computer is running,0.34
The computer is running,I am very tired,0.0
I am happy today,I am feeling great,0.67
The weather is hot,The game was fun,0.27
I am playing football,It is a beautiful day,0.0
The food tastes great,I am studying for exams,0.04
It might snow today,The cat is sleeping,0.0
The bed is comfortable,I am studying for exams,0.04
I am reading a book,The dog is barking,0.0
The phone is ringing,The dog is barking,0.46
I am going to the gym,I am reading a book,0.2
The dog is barking,I am cooking dinner,0.0
I feel confident,I am calm and relaxed,0.32
I feel confident,I feel nervous,0.65
I am calm and relaxed,The game was fun,0.13
I am sad today,I am cooking dinner,0.49
It is a beautiful day,The phone is ringing,0.09
The bed is comfortable,I am sad today,0.14
I am learning a new language,I am a bit upset,0.55
I am calm and relaxed,It is cloudy today,0.13
It is a beautiful day,The room is clean,0.05
I am learning a new language,The movie was boring,0.0
I am coding a project,I am feeling great,0.27
I am learning a new language,There is a thunderstorm,0.2
The bed is comfortable,I am coding a project,0.0
The weather is hot,I am learning a new language,0.0
A storm is coming,I am calm and relaxed,0.0
The room is clean,I feel confident,0.09
I feel excited,I am cleaning my room,0.47
The cat is sleeping,It might snow today,0.0
The computer is running,The room is clean,0.66
I am doing yoga,It is windy today,0.03
I feel excited,I am calm and relaxed,0.17
The cat is sleeping,The phone is ringing,0.53
I feel confident,The game was fun,0.0
I am scared,I feel nervous,0.18
A storm is coming,It might snow today,0.0
It is cloudy today,I am calm and relaxed,0.16
There is a thunderstorm,It is raining today,0.07
I am sad today,The weather is hot,0.12
The computer is running,The movie was boring,0.32
I feel confident,I am coding a project,0.18
I am coding a project,The phone is ringing,0.0
I am cooking dinner,The dog is barking,0.01
I feel nervous,I am a bit upset,0.41
There is a thunderstorm,I am reading a book,0.1
The movie was boring,The computer is running,0.4
I am watching a movie,The movie was boring,0.14
I am sad today,I am cleaning my room,0.57
I am learning a new language,The car is parked outside,0.0
The game was fun,The game was fun,1.0
The car is parked outside,I am calm and relaxed,0.0
It is cloudy today,I am cooking dinner,0.13
It is raining today,I am studying for exams,0.08
It is raining today,A storm is coming,0.41
It might snow today,A storm is coming,0.17
I am happy today,The dog is barking,0.04
I am studying for exams,The game was fun,0.07
I am learning a new language,The movie was boring,0.0
I am a bit upset,I am cooking dinner,0.24
The food tastes great,I am watching a movie,0.0
The cat is sleeping,I am very tired,0.02
The bed is comfortable,The car is parked outside,0.53
I am calm and relaxed,I am watching a movie,0.32
I am playing football,The bed is comfortable,0.0
The weather is cold,I am going to the gym,0.44
The movie was boring,I am playing football,0.0
I am calm and relaxed,I feel excited,0.06
I am happy today,The food tastes great,0.0
The movie was boring,I am a bit upset,0.0
I am scared,The movie was boring,0.0
It is windy today,The dog is barking,0.42
I am learning a new language,I feel confident,0.23
The room is clean,I am watching a movie,0.05
The movie was boring,It is cloudy today,0.08
It is cloudy today,I am scared,0.0
I am happy today,A storm is coming,0.19
It is cloudy today,The weather is hot,0.22
It is windy today,I feel confident,0.05
I am doing yoga,I am cleaning my room,0.39
I feel nervous,The game was fun,0.19
The dog is barking,I am coding a project,0.0
There is a thunderstorm,The car is parked outside,0.36
I am reading a book,I am a bit upset,0.67
I am cleaning my room,It is cloudy today,0.03
It is a beautiful day,The phone is ringing,0.35
I am studying for exams,The cat is sleeping,0.1
The bed is comfortable,I am calm and relaxed,0.0
I am learning a new language,The dog is barking,0.0
I am studying for exams,I am going to the gym,0.32
It might snow today,I am studying for exams,0.05
It is cloudy today,The phone is ringing,0.08
I am watching a movie,I am a bit upset,0.61
I am going to the gym,It might snow today,0.17
I am watching a movie,I feel nervous,0.0
The computer is running,I am scared,0.0
I am reading a book,I am calm and relaxed,0.27
I feel excited,The weather is hot,0.0
The cat is sleeping,I am learning a new language,0.01
I am learning a new language,There is a thunderstorm,0.35
I feel nervous,I am coding a project,0.3
The bed is comfortable,I am cleaning my room,0.0
I feel nervous,I am watching a movie,0.17
I am calm and relaxed,I am playing football,0.37
I am reading a book,I am sad today,0.37
The weather is cold,I am doing yoga,0.0
It is sunny today,A storm is coming,0.26
I am cleaning my room,The car is parked outside,0.05
It is windy today,I am calm and relaxed,0.16
I am going to the gym,I am playing football,0.14
I am cleaning my room,There is a thunderstorm,0.0
The bed is comfortable,I am going to the gym,0.18
I am cleaning my room,The game was fun,0.0
I am watching a movie,I am feeling great,0.44
It is a beautiful day,I am learning a new language,0.22
The game was fun,The weather is cold,0.41
I am studying for exams,I am learning a new language,0.54
The phone is ringing,It is sunny today,0.26
The room is clean,It is cloudy today,0.21
I am very tired,The food tastes great,0.01
It is a beautiful day,I am feeling great,0.0
I am reading a book,I am feeling great,0.2
I am happy today,The weather is hot,0.0
I feel excited,I am very tired,0.5
The weather is hot,I am very tired,0.13
I am very tired,I am coding a project,0.49
I am sad today,I am cooking dinner,0.63
The movie was boring,I am doing yoga,0.15
I am feeling great,The weather is hot,0.17
The weather is hot,I am playing football,0.19
There is a thunderstorm,The computer is running,0.45
I am happy today,The car is parked outside,0.0
I am sad today,The bed is comfortable,0.18
I am watching a movie,It might snow today,0.0
The food tastes great,I am cooking dinner,0.0
The phone is ringing,The weather is cold,0.37
It is a beautiful day,The computer is running,0.12
The weather is cold,I am learning a new language,0.0
I am reading a book,It might snow today,0.19
I am coding a project,It is windy today,0.0
It is cloudy today,I am scared,0.2
I am scared,I am sad today,0.64
The weather is hot,I feel excited,0.01
I am going to the gym,I am watching a movie,0.31
I feel excited,It might snow today,0.04
It is sunny today,The car is parked outside,0.38
I am very tired,I feel confident,0.3
I am feeling great,The movie was boring,0.12
I am watching a movie,I am cooking dinner,0.22
I am watching a movie,The weather is cold,0.0
I am doing yoga,It might snow today,0.0
I am calm and relaxed,It is raining today,0.04
I am sad today,I am sad today,1.0
The weather is hot,It is raining today,0.37
I am cooking dinner,I am sad today,0.35
I feel nervous,The weather is cold,0.05
There is a thunderstorm,The bed is comfortable,0.14
It might snow today,It is sunny today,0.69
I feel confident,The game was fun,0.05
I am calm and relaxed,The computer is running,0.0
The dog is barking,The weather is cold,0.41
The room is clean,The car is parked outside,0.47
The game was fun,The phone is ringing,0.36
I am going to the gym,It is sunny today,0.07
I feel nervous,The room is clean,0.0
The cat is sleeping,The computer is running,0.55
I am coding a project,I am a bit upset,0.57
The car is parked outside,I feel confident,0.02
The car is parked outside,I am cooking dinner,0.0
I am calm and relaxed,It might snow today,0.0
The weather is cold,I am sad today,0.0
The car is parked outside,It is a beautiful day,0.33
I feel nervous,I feel confident,0.61
I am watching a movie,I am cooking dinner,0.44
I am coding a project,I am feeling great,0.44
The computer is running,The movie was boring,0.35
It is a beautiful day,I am cleaning my room,0.0
I feel confident,The cat is sleeping,0.0
The computer is running,I am sad today,0.16
I am happy today,The bed is comfortable,0.14
I feel excited,The weather is cold,0.0
The dog is barking,The car is parked outside,0.61
I am very tired,The weather is cold,0.0
I am happy today,The room is clean,0.0
The game was fun,The computer is running,0.22
The weather is hot,I am going to the gym,0.18
I am doing yoga,The weather is hot,0.0
I am learning a new language,It is cloudy today,0.15
I feel nervous,I am cleaning my room,0.21
The movie was boring,A storm is coming,0.0
I am scared,I am a bit upset,0.79
A storm is coming,It is windy today,0.12
The cat is sleeping,I am coding a project,0.02
It is a beautiful day,It is windy today,0.39
The movie was boring,I am cleaning my room,0.0
There is a thunderstorm,I am very tired,0.19
The phone is ringing,I am calm and relaxed,0.16
I am doing yoga,It is a beautiful day,0.0
It is a beautiful day,I am cooking dinner,0.0
The weather is hot,I am playing football,0.0
I am happy today,The weather is hot,0.03
I am a bit upset,The food tastes great,0.0
I am calm and relaxed,The car is parked outside,0.02
The weather is cold,It is windy today,0.1
The weather is hot,I am going to the gym,0.07
